image_path,wave_height,wind_speed,label
data/raw/images/train\calm\DSC_1993_FB_360_224x224_HF_MB.JPG,0.2857142857142857,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_360_224x224_HF_MB_GN.JPG,0.5000000000000001,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_360_224x224_SSR.JPG,0.3571428571428571,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_360_224x224_SSR_GN.JPG,0.4285714285714286,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1993_FB_3660_224x224.JPG,0.5000000000000001,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_3660_224x224_HF.JPG,0.4285714285714286,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1993_FB_3660_224x224_HF_HM.JPG,0.4285714285714286,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_3660_224x224_HF_HM_GN.JPG,0.4285714285714286,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1993_FB_3660_224x224_RBC.JPG,0.7857142857142857,0.7804878048780488,calm
data/raw/images/train\calm\DSC_1993_FB_3840_224x224.JPG,0.5000000000000001,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_3840_224x224_HF.JPG,0.3571428571428571,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_3840_224x224_HF_HE.JPG,0.7857142857142857,0.6097560975609756,calm
data/raw/images/train\calm\DSC_1993_FB_3840_224x224_SSR.JPG,0.2857142857142857,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1993_FB_390_224x224.JPG,0.5000000000000001,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_390_224x224_HE.JPG,0.4285714285714286,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_390_224x224_HF.JPG,0.4285714285714286,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1993_FB_390_224x224_HF_GN.JPG,0.4285714285714286,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_390_224x224_HF_RBC.JPG,0.3571428571428571,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1993_FB_3930_224x224.JPG,0.4285714285714286,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1993_FB_3930_224x224_HF.JPG,0.4285714285714286,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_3930_224x224_HF_GN.JPG,0.4285714285714286,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_3930_224x224_HF_RGS.JPG,0.5000000000000001,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1993_FB_3930_224x224_MB.JPG,0.3571428571428571,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1993_FB_4200_224x224.JPG,0.4285714285714286,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1993_FB_4200_224x224_HF.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1993_FB_4200_224x224_HF_MB.JPG,0.3571428571428571,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_4200_224x224_MB.JPG,0.4285714285714286,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1993_FB_4200_224x224_MB_GN.JPG,0.2142857142857143,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_420_224x224.JPG,0.3571428571428571,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1993_FB_420_224x224_HF.JPG,0.2142857142857143,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1993_FB_420_224x224_HF_SSR.JPG,0.4285714285714286,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_420_224x224_HM.JPG,0.7857142857142857,0.0975609756097561,calm
data/raw/images/train\calm\DSC_1993_FB_420_224x224_HM_GN.JPG,0.3571428571428571,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1993_FB_4260_224x224.JPG,0.2142857142857143,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_4260_224x224_GN.JPG,0.6428571428571429,0.5853658536585366,calm
data/raw/images/train\calm\DSC_1993_FB_4260_224x224_HF.JPG,0.3571428571428571,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1993_FB_4260_224x224_HF_HM.JPG,0.3571428571428571,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_4260_224x224_RGS.JPG,0.2142857142857143,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1993_FB_4260_224x224_RGS_GN.JPG,0.4285714285714286,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1993_FB_4380_224x224.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_4380_224x224_GN.JPG,0.7142857142857143,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_4380_224x224_HF.JPG,0.4285714285714286,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_4380_224x224_HF_RBC.JPG,0.6428571428571429,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_4380_224x224_SSR.JPG,0.4285714285714286,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_4380_224x224_SSR_GN.JPG,0.4285714285714286,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_4560_224x224.JPG,0.5000000000000001,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1993_FB_4560_224x224_GN.JPG,0.5000000000000001,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_4560_224x224_HF.JPG,0.4285714285714286,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_4560_224x224_HF_RBC.JPG,0.8571428571428572,0.7560975609756098,calm
data/raw/images/train\calm\DSC_1993_FB_4560_224x224_HF_RBC_GN.JPG,0.4285714285714286,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1993_FB_4560_224x224_RGS.JPG,0.5714285714285715,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1993_FB_4710_224x224.JPG,0.4285714285714286,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1993_FB_4710_224x224_HF.JPG,0.5714285714285715,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_4710_224x224_HF_SSR.JPG,0.2857142857142857,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1993_FB_4710_224x224_SSR.JPG,0.2142857142857143,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1993_FB_5040_224x224.JPG,0.2142857142857143,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_5040_224x224_HF.JPG,0.9285714285714284,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_5040_224x224_HF_SSR.JPG,0.3571428571428571,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_5040_224x224_MB.JPG,0.5714285714285715,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_5070_224x224.JPG,0.4285714285714286,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_5070_224x224_HF.JPG,0.3571428571428571,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1993_FB_5070_224x224_HF_RGS.JPG,0.2142857142857143,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1993_FB_5070_224x224_HF_RGS_GN.JPG,0.7142857142857143,0.8292682926829268,calm
data/raw/images/train\calm\DSC_1993_FB_5070_224x224_HM.JPG,0.5000000000000001,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1993_FB_5100_224x224.JPG,0.2857142857142857,0.0975609756097561,calm
data/raw/images/train\calm\DSC_1993_FB_5100_224x224_HF.JPG,0.4285714285714286,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1993_FB_5100_224x224_HF_RGS.JPG,0.4285714285714286,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_5100_224x224_MB.JPG,1.0,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1993_FB_5130_224x224.JPG,0.3571428571428571,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_5130_224x224_HF.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_5130_224x224_HF_GN.JPG,0.5714285714285715,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_5130_224x224_HF_HM.JPG,0.3571428571428571,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_5130_224x224_MB.JPG,0.3571428571428571,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_5130_224x224_MB_GN.JPG,0.7857142857142857,0.7317073170731707,calm
data/raw/images/train\calm\DSC_1993_FB_5250_224x224.JPG,0.5000000000000001,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_5250_224x224_GN.JPG,0.2857142857142857,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1993_FB_5250_224x224_HF.JPG,0.7142857142857143,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_5250_224x224_HF_HM.JPG,0.5000000000000001,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1993_FB_5250_224x224_SSR.JPG,0.4285714285714286,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_5370_224x224.JPG,0.5714285714285715,0.7317073170731707,calm
data/raw/images/train\calm\DSC_1993_FB_5370_224x224_HE.JPG,0.5000000000000001,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1993_FB_5370_224x224_HF.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1993_FB_5370_224x224_HF_RBC.JPG,0.4285714285714286,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1993_FB_5520_224x224.JPG,0.2142857142857143,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1993_FB_5520_224x224_HF.JPG,0.2857142857142857,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1993_FB_5520_224x224_HF_HM.JPG,0.4285714285714286,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_5520_224x224_MB.JPG,0.4285714285714286,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_5700_224x224.JPG,0.4285714285714286,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1993_FB_5700_224x224_GN.JPG,0.3571428571428571,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_5700_224x224_HF.JPG,0.2857142857142857,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_5700_224x224_HF_HM.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1993_FB_5700_224x224_MB.JPG,0.2857142857142857,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1993_FB_5760_224x224.JPG,0.2142857142857143,0.048780487804878,calm
data/raw/images/train\calm\DSC_1993_FB_5760_224x224_GN.JPG,0.2857142857142857,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_5760_224x224_HE.JPG,0.7857142857142857,0.1219512195121951,calm
data/raw/images/train\calm\DSC_1993_FB_5760_224x224_HF.JPG,0.3571428571428571,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_5760_224x224_HF_HE.JPG,0.5000000000000001,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_5820_224x224.JPG,0.5000000000000001,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_5820_224x224_GN.JPG,0.5000000000000001,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_5820_224x224_HE.JPG,0.7857142857142857,0.7560975609756098,calm
data/raw/images/train\calm\DSC_1993_FB_5820_224x224_HE_GN.JPG,0.3571428571428571,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_5820_224x224_HF.JPG,0.7142857142857143,0.6829268292682927,calm
data/raw/images/train\calm\DSC_1993_FB_5820_224x224_HF_GN.JPG,0.2857142857142857,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_5820_224x224_HF_HE.JPG,0.5000000000000001,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1993_FB_5880_224x224.JPG,0.5000000000000001,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_5880_224x224_GN.JPG,0.5000000000000001,0.0975609756097561,calm
data/raw/images/train\calm\DSC_1993_FB_5880_224x224_HF.JPG,0.9285714285714284,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_5880_224x224_HF_RBC.JPG,0.2142857142857143,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1993_FB_5880_224x224_HF_RBC_GN.JPG,0.7857142857142857,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_5880_224x224_SSR.JPG,0.7142857142857143,0.7560975609756098,calm
data/raw/images/train\calm\DSC_1993_FB_5970_224x224.JPG,0.5000000000000001,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_5970_224x224_HF.JPG,0.5000000000000001,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_5970_224x224_HF_SSR.JPG,0.5714285714285715,0.6585365853658537,calm
data/raw/images/train\calm\DSC_1993_FB_5970_224x224_SSR.JPG,0.3571428571428571,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_6030_224x224.JPG,0.3571428571428571,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1993_FB_6030_224x224_HE.JPG,0.5714285714285715,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1993_FB_6030_224x224_HF.JPG,0.7142857142857143,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_6030_224x224_HF_RGS.JPG,0.7142857142857143,0.8292682926829268,calm
data/raw/images/train\calm\DSC_1993_FB_6060_224x224.JPG,0.7857142857142857,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_6060_224x224_GN.JPG,0.4285714285714286,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1993_FB_6060_224x224_HE.JPG,0.5714285714285715,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1993_FB_6060_224x224_HE_GN.JPG,0.6428571428571429,0.6585365853658537,calm
data/raw/images/train\calm\DSC_1993_FB_6060_224x224_HF.JPG,0.7142857142857143,0.6341463414634146,calm
data/raw/images/train\calm\DSC_1993_FB_6060_224x224_HF_SSR.JPG,0.4285714285714286,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1993_FB_6060_224x224_HF_SSR_GN.JPG,0.3571428571428571,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1993_FB_6120_224x224.JPG,0.2142857142857143,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_6120_224x224_HE.JPG,0.3571428571428571,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_6120_224x224_HF.JPG,0.6428571428571429,0.6829268292682927,calm
data/raw/images/train\calm\DSC_1993_FB_6120_224x224_HF_GN.JPG,0.4285714285714286,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_6120_224x224_HF_RGS.JPG,0.4285714285714286,0.5853658536585366,calm
data/raw/images/train\calm\DSC_1993_FB_6210_224x224.JPG,0.9285714285714284,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1993_FB_6210_224x224_HF.JPG,0.4285714285714286,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_6210_224x224_HF_HM.JPG,0.2857142857142857,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1993_FB_6210_224x224_RGS.JPG,0.5000000000000001,0.6341463414634146,calm
data/raw/images/train\calm\DSC_1993_FB_6240_224x224.JPG,0.3571428571428571,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1993_FB_6240_224x224_GN.JPG,0.7857142857142857,0.6829268292682927,calm
data/raw/images/train\calm\DSC_1993_FB_6240_224x224_HF.JPG,0.2857142857142857,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1993_FB_6240_224x224_HF_GN.JPG,0.2857142857142857,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1993_FB_6240_224x224_HF_MB.JPG,0.5000000000000001,0.6341463414634146,calm
data/raw/images/train\calm\DSC_1993_FB_6240_224x224_HF_MB_GN.JPG,0.5000000000000001,0.6341463414634146,calm
data/raw/images/train\calm\DSC_1993_FB_6240_224x224_RGS.JPG,0.2142857142857143,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1993_FB_6270_224x224.JPG,0.5714285714285715,0.8048780487804879,calm
data/raw/images/train\calm\DSC_1993_FB_6270_224x224_GN.JPG,0.2142857142857143,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_6270_224x224_HF.JPG,0.5000000000000001,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1993_FB_6270_224x224_HF_MB.JPG,0.8571428571428572,0.6341463414634146,calm
data/raw/images/train\calm\DSC_1993_FB_6270_224x224_MB.JPG,0.4285714285714286,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1993_FB_630_224x224.JPG,0.4285714285714286,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_630_224x224_HE.JPG,0.2857142857142857,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_630_224x224_HE_GN.JPG,0.4285714285714286,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_630_224x224_HF.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_630_224x224_HF_GN.JPG,0.5000000000000001,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_630_224x224_HF_RBC.JPG,0.2857142857142857,0.1219512195121951,calm
data/raw/images/train\calm\DSC_1993_FB_6390_224x224.JPG,0.2142857142857143,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1993_FB_6390_224x224_HE.JPG,0.4285714285714286,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_6390_224x224_HF.JPG,0.5000000000000001,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_6390_224x224_HF_HE.JPG,0.3571428571428571,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1993_FB_6420_224x224.JPG,0.4285714285714286,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1993_FB_6420_224x224_HF.JPG,0.7142857142857143,0.7560975609756098,calm
data/raw/images/train\calm\DSC_1993_FB_6420_224x224_HF_MB.JPG,0.3571428571428571,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1993_FB_6420_224x224_RBC.JPG,0.4285714285714286,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1993_FB_6450_224x224.JPG,0.9285714285714284,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_6450_224x224_HF.JPG,0.2857142857142857,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_6450_224x224_HF_MB.JPG,0.5000000000000001,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_6450_224x224_RGS.JPG,0.3571428571428571,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1993_FB_6480_224x224.JPG,0.2857142857142857,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_6480_224x224_GN.JPG,0.4285714285714286,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_6480_224x224_HF.JPG,0.7142857142857143,0.7317073170731707,calm
data/raw/images/train\calm\DSC_1993_FB_6480_224x224_HF_SSR.JPG,0.3571428571428571,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_6480_224x224_MB.JPG,0.3571428571428571,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_6660_224x224.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1993_FB_6660_224x224_HF.JPG,0.8571428571428572,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_6660_224x224_HF_HE.JPG,0.2142857142857143,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_6660_224x224_RGS.JPG,0.5000000000000001,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1993_FB_6720_224x224.JPG,0.4285714285714286,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1993_FB_6720_224x224_HF.JPG,0.4285714285714286,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1993_FB_6720_224x224_HF_HM.JPG,0.3571428571428571,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_6720_224x224_HM.JPG,0.4285714285714286,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1993_FB_6750_224x224.JPG,0.4285714285714286,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1993_FB_6750_224x224_HF.JPG,0.9285714285714284,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_6750_224x224_HF_SSR.JPG,0.5000000000000001,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1993_FB_6750_224x224_MB.JPG,0.5000000000000001,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_6750_224x224_MB_GN.JPG,0.7857142857142857,0.7317073170731707,calm
data/raw/images/train\calm\DSC_1993_FB_6780_224x224.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1993_FB_6780_224x224_GN.JPG,0.5000000000000001,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1993_FB_6780_224x224_HF.JPG,0.5000000000000001,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1993_FB_6780_224x224_HF_GN.JPG,0.8571428571428572,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1993_FB_6780_224x224_HF_RGS.JPG,0.4285714285714286,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1993_FB_6780_224x224_HM.JPG,0.8571428571428572,0.7560975609756098,calm
data/raw/images/train\calm\DSC_1993_FB_6870_224x224.JPG,0.2857142857142857,0.1219512195121951,calm
data/raw/images/train\calm\DSC_1993_FB_6870_224x224_HF.JPG,0.5000000000000001,0.6585365853658537,calm
data/raw/images/train\calm\DSC_1993_FB_6870_224x224_HF_MB.JPG,0.5714285714285715,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_6870_224x224_HF_MB_GN.JPG,0.5000000000000001,0.0975609756097561,calm
data/raw/images/train\calm\DSC_1993_FB_6870_224x224_MB.JPG,0.2857142857142857,0.1219512195121951,calm
data/raw/images/train\calm\DSC_1993_FB_690_224x224.JPG,0.7142857142857143,0.6585365853658537,calm
data/raw/images/train\calm\DSC_1993_FB_690_224x224_HF.JPG,0.3571428571428571,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_690_224x224_HF_MB.JPG,0.3571428571428571,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1993_FB_690_224x224_SSR.JPG,0.2857142857142857,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1993_FB_7200_224x224.JPG,0.5000000000000001,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_7200_224x224_HF.JPG,0.4285714285714286,0.024390243902439,calm
data/raw/images/train\calm\DSC_1993_FB_7200_224x224_HF_SSR.JPG,0.5714285714285715,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1993_FB_7200_224x224_MB.JPG,0.3571428571428571,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1993_FB_7200_224x224_MB_GN.JPG,0.5000000000000001,0.6585365853658537,calm
data/raw/images/train\calm\DSC_1993_FB_7380_224x224.JPG,0.2142857142857143,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_7380_224x224_HF.JPG,0.5714285714285715,0.7073170731707317,calm
data/raw/images/train\calm\DSC_1993_FB_7380_224x224_HF_GN.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1993_FB_7380_224x224_HF_RBC.JPG,0.3571428571428571,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1993_FB_7380_224x224_HF_RBC_GN.JPG,0.2857142857142857,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_7380_224x224_RGS.JPG,0.5000000000000001,0.6097560975609756,calm
data/raw/images/train\calm\DSC_1993_FB_7500_224x224.JPG,0.2142857142857143,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1993_FB_7500_224x224_HF.JPG,0.6428571428571429,0.6585365853658537,calm
data/raw/images/train\calm\DSC_1993_FB_7500_224x224_HF_RBC.JPG,0.6428571428571429,0.7073170731707317,calm
data/raw/images/train\calm\DSC_1993_FB_7500_224x224_RGS.JPG,0.4285714285714286,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1993_FB_7530_224x224.JPG,0.3571428571428571,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_7530_224x224_GN.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_7530_224x224_HF.JPG,0.4285714285714286,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1993_FB_7530_224x224_HF_SSR.JPG,0.8571428571428572,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_7530_224x224_RGS.JPG,0.9285714285714284,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1993_FB_7530_224x224_RGS_GN.JPG,0.3571428571428571,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_7560_224x224.JPG,0.3571428571428571,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_7560_224x224_GN.JPG,0.3571428571428571,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1993_FB_7560_224x224_HE.JPG,0.4285714285714286,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1993_FB_7560_224x224_HF.JPG,0.2142857142857143,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_7560_224x224_HF_SSR.JPG,0.3571428571428571,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1993_FB_7590_224x224.JPG,0.3571428571428571,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1993_FB_7590_224x224_HF.JPG,0.4285714285714286,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1993_FB_7590_224x224_HF_SSR.JPG,0.3571428571428571,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1993_FB_7590_224x224_RGS.JPG,0.3571428571428571,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1993_FB_7620_224x224.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_7620_224x224_HF.JPG,0.2142857142857143,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_7620_224x224_HF_GN.JPG,0.4285714285714286,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1993_FB_7620_224x224_HF_RBC.JPG,0.8571428571428572,0.8780487804878049,calm
data/raw/images/train\calm\DSC_1993_FB_7620_224x224_RGS.JPG,0.2142857142857143,0.0975609756097561,calm
data/raw/images/train\calm\DSC_1993_FB_7650_224x224.JPG,0.2857142857142857,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1993_FB_7650_224x224_GN.JPG,0.5714285714285715,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1993_FB_7650_224x224_HF.JPG,0.2857142857142857,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_7650_224x224_HF_SSR.JPG,0.8571428571428572,0.902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_7650_224x224_HM.JPG,0.5000000000000001,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1993_FB_7740_224x224.JPG,0.4285714285714286,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1993_FB_7740_224x224_GN.JPG,0.3571428571428571,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1993_FB_7740_224x224_HF.JPG,0.4285714285714286,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1993_FB_7740_224x224_HF_GN.JPG,0.2142857142857143,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1993_FB_7740_224x224_HF_MB.JPG,0.5714285714285715,0.7317073170731707,calm
